Timestamp,Email Address,Nama Petugas,ID Mesin,Nama Lokasi,ATM Region,WEEK,SEKTOR
,,,S1AW10SR,BTM SM KAPITAPLZ 01,,Week 1,BATAM CENTRE
,,,S1AW1TSL,BTM ID PTSMOE 01,,Week 1,BATAM CENTRE
,,,S1AW1TSU,BTM PL NONGSATERMINAL 01,,Week 1,BATAM CENTRE
,,,S1AWAJ9M,BTM RS SANTA ELISABETH 01,,Week 1,BATAM CENTRE
,,,S1RH10SC,BTM PB MINIPUNGGUR CRM02,,Week 1,BATAM CENTRE
,,,S1RH1JIT,BTM CB BATAMKABIL 01,,Week 1,BATAM CENTRE
,,,S1RH1JS7,BTM MP BOTANIA 05,,Week 1,BATAM CENTRE
,,,S1RH1JSE,BTM SM MUSTAFAPLZA 01,,Week 1,BATAM CENTRE
,,,S1RH1JSX,BTM AM JASINTA PUNGGUR 01,,Week 1,BATAM CENTRE
,,,S1RH1T95,BTM PB NONGSA 01,,Week 1,BATAM CENTRE
,,,S1RH1T96,BTM CB BOTANIA 02,,Week 1,BATAM CENTRE
,,,S1RH1T9Z,BTM PB ISMADISALAM 01,,Week 1,BATAM CENTRE
,,,S1RH1TID,BTM MP TARAS 01,,Week 1,BATAM CENTRE
,,,S1RHAJ94,BTM PB ERAPERDANAKABIL 02,,Week 1,BATAM CENTRE
,,,S1RHAJ99,BTM PB MINIPUNGGUR 01,,Week 1,BATAM CENTRE
,,,S1RHAJ9B,BTM CB HANGNADIM 01,,Week 1,BATAM CENTRE
,,,S1RHAJIE,BTM PL TELAGA PUNGGUR 01,,Week 1,BATAM CENTRE
,,,S1RKAJSK,BTM CB BOTANIA CRM,,Week 1,BATAM CENTRE
,,,S1ROAJSF,BTM MP BOTANIA 2 01,,Week 1,BATAM CENTRE
,,,S1RHAJIX,BTM CB BATAM KABIL 02,,Week 1,BATAM CENTRE
,,,S1AW1JI9,BTM IM BATAMIND SQUARE 01,,Week 1,BATAMINDO
,,,S1RH10S3,BTM CB INDSPARK 01,,Week 1,BATAMINDO
,,,S1AWAJ9A,BTM ID PTEPCOSINDNSIA 02,,Week 1,BATAMINDO
,,,S1AW1TSI,BTM HT BESTWESTERN 01,,Week 1,BATAMINDO
,,,S1AW1TSX,BTM IM ASTAKA 01,,Week 1,BATAMINDO
,,,S1AW1TSJ,BTM ID TDK 01,,Week 1,BATAMINDO
,,,S1RH1T9J,BTM PB TEMBESI 03,,Week 1,BATAMINDO
,,,S1AW1TSN,BTM ID PTSCHNEIDER 01,,Week 1,BATAMINDO
,,,S1RH1J9Z,BTM CB PANBIL 03,,Week 1,BATAMINDO
,,,S1RH1TI0,BTM PB TEMBESI 01,,Week 1,BATAMINDO
,,,S1RHAJ9S,BTM PB TJGPIAYU 03,,Week 1,BATAMINDO
,,,S1RHAJ95,BTM MP TOP100TEMBESSI 01,,Week 1,BATAMINDO
,,,S1RH10I7,BTM MP PANBIL 02,,Week 1,BATAMINDO
,,,S1AW1TSP,BTM ID PHILIPS PANBIL 01,,Week 1,BATAMINDO
,,,S1RH1TI1,BTM IM PURI AGUNG 01,,Week 1,BATAMINDO
,,,S1RH1T9M,BTM CB MMUTANJUNGPIAYU 01,,Week 1,BATAMINDO
,,,S1RHAJSI,BTM IM BIDAAYU 01,,Week 1,BATAMINDO
,,,S1AWA0S0,BTM ID KYOCERAIND 01,,Week 1,BATAMINDO
,,,S1RH1T94,BTM IM TJPIAYU 01,,Week 1,BATAMINDO
,,,S1RHAJ93,BTM CB MMUTANJUNGPIAYU,,Week 1,BATAMINDO
,,,S1RH1T9H,BTM PB NORISA 02,,Week 1,BATAMINDO
,,,S1RH1T99,BTM PB BINTANGCIPTA 01,,Week 1,BATAMINDO
,,,S1RHAJIO,BTM MP SENTOSAPERDANA 03,,Week 1,BATUAJI
,,,S1RH1TIC,BTM MP SENTOSAPERDANA 02,,Week 1,BATUAJI
,,,S1RHAJI7,BTM MP SENTOSAPERDANA 01,,Week 1,BATUAJI
,,,S1RH1TI7,BTM MP SENTOSA PERDANA 02,,Week 1,BATUAJI
,,,S1RHAJ9L,BTM MP SENTOSAPERDANA 04,,Week 1,BATUAJI
,,,S1RK1TIQ,BTM SB SPLAZA 02 CRM,,Week 1,BATUAJI
,,,S1RKAJS4,BTM SB SPLAZA 01,,Week 1,BATUAJI
,,,S1RK10SZ,BTM SB SPLAZA 03,,Week 1,BATUAJI
,,,S1RK10SX,BTM PS FANINDO 05,,Week 1,BATUAJI
,,,S1AW1J9T,BTM SM PLZAAVIARY 01,,Week 1,BATUAJI
,,,S1AW1JIL,BTM PB BASECAMP 01,,Week 1,BATUAJI
,,,S1RHAJIU,BTM PS FANINDO 04,,Week 1,BATUAJI
,,,S1RHAJSH,BTM AM SABARINDAH 01,,Week 1,BATUAJI
,,,S1AW1J9W,BTM ID LATRADEBATAM 01,,Week 1,BATUAJI
,,,S1AW1TSK,BTM RS EMBUNGFATIMAH 01,,Week 1,BATUAJI
,,,S1RHA0IZ,BTM CB FANINDO 03,,Week 1,BATUAJI
,,,S1RH10SH,BTM SM PINTARIA 01,,Week 1,BATUAJI
,,,S1ROA092,BTM MP AVIARI SAPRDNA 01,,Week 1,BATUAJI
,,,S1RH1T90,BTM SM PLZAAVIARY 02,,Week 1,BATUAJI
,,,S1RH10I5,BTM AM TAMANLAGUNA 01,,Week 1,BATUAJI
,,,S1AWAJ90,BTM RS SANTAELISABETH 03,,Week 1,BATUAJI
,,,S1AW1JSC,BTM MP AVIARISAPRDNA 03,,Week 1,BATUAJI
,,,S1AWAJ9O,BTM MP AVIARISAPRDNA 05,,Week 1,BATUAJI
,,,S1RH10S0,BTM CB FANINDO 01,,Week 1,BATUAJI
,,,S1AW1JSB,BTM PS CIPTAGRAND CITY 01,,Week 1,BATUAJI
,,,S1AW10SI,BTM PS SAGULUNG 01,,Week 1,BATUAJI
,,,S1AW1TSQ,BTM PS SAGULUNG 02,,Week 1,BATUAJI
,,,S1RH1JSK,BTM CB FANINDO 02,,Week 1,BATUAJI
,,,S1AW1TSS,BTM PS SAGULUNG 03,,Week 1,BATUAJI
,,,S1AW1JIR,BTM MP MITRA 01,,Week 1,BATUAJI
,,,S1RHAJ9G,BTM MP FANINDO 01,,Week 1,BATUAJI
,,,S1RH1TSF,BTM SM PINTARIA 02,,Week 1,BATUAJI
,,,S1RH1T92,BTM SM PLZAAVIARY 03,,Week 1,BATUAJI
,,,S1RHAJ9C,BTM PB AVIARY 04,,Week 1,BATUAJI
,,,S1AW1JI3,BTM ID PT MCDERMOTT 01,,Week 1,BENGKONG
,,,S1AW1JID,BTM TK MCDERMOTT 03,,Week 1,BENGKONG
,,,S1AW1TSO,BTM SM JDHBNGKONG 04,,Week 1,BENGKONG
,,,S1AW1TSR,BTM HT MARRIOTT 01,,Week 1,BENGKONG
,,,S1AW1TSW,BTM SM JDHBNGKONG 06,,Week 1,BENGKONG
,,,S1RH10S1,BTM ID MCP 01,,Week 1,BENGKONG
,,,S1RH10S4,BTM PL TERMINALHARBOUR 01,,Week 1,BENGKONG
,,,S1RH1JSO,BTM PB SEIPANAS 02,,Week 1,BENGKONG
,,,S1RH1T91,BTM SM JDHBNGKONG 03,,Week 1,BENGKONG
,,,S1RH1T9W,BTM IM PONDOKASRI 01,,Week 1,BENGKONG
,,,S1RH1TIF,BTM SM PTAKUTAHU 01,,Week 1,BENGKONG
,,,S1RHA09P,BTM SM BENGKONGINDAH 01,,Week 1,BENGKONG
,,,S1RHAJ9F,BTM SM JDHBNGKONG 05,,Week 1,BENGKONG
,,,S1RHAJI6,BTM IM BENGKONG KOLAM 01,,Week 1,BENGKONG
,,,S1RHAJIG,BTM CB MMUBENGKONG 01,,Week 1,BENGKONG
,,,S1RKAJS7,BTM PB BENGKONG SARMEN,,Week 1,BENGKONG
,,,S1RKAJS8,BTM GD BENGKONG HARAPAN,,Week 1,BENGKONG
,,,S1RKAJSO,BTM PL BP BTAMPAR,,Week 1,BENGKONG
,,,S1ROAJSE,BTM RM GOLDENPRAWN 01,,Week 1,BENGKONG
,,,S1AW1J94,BTM GV KPKNL BATAM 01,,Week 1,LEGENDA
,,,S1AW1JI8,BTM GV BPBATAM,,Week 1,LEGENDA
,,,S1AW1JIP,BTM IM AIRMAS10 01,,Week 1,LEGENDA
,,,S1AW1TSM,BTM GD KPPOSBATAM 01,,Week 1,LEGENDA
,,,S1AWAJ9E,BTM PB KURNIAJAYAALAM 03,,Week 1,LEGENDA
,,,S1RH10SL,BTM CB GRAND NIAGA MAS 01,,Week 1,LEGENDA
,,,S1RH1JIS,BTM ML ONEBATAM MALL 01,,Week 1,LEGENDA
,,,S1RH1JSG,BTM CB PALMSPRING 01,,Week 1,LEGENDA
,,,S1RH1JSI,BTM CB KWSANTUNAS 01,,Week 1,LEGENDA
,,,S1RH1T93,BTM CB KWSANTUNAS 02,,Week 1,LEGENDA
,,,S1RH1T9F,BTM PB MARCELIAMJESTY 02,,Week 1,LEGENDA
,,,S1RH1TI5,BTM SM MITRARAYA 01,,Week 1,LEGENDA
,,,S1RHA0IE,BTM PB TATATMURDAYAL 02,,Week 1,LEGENDA
,,,S1RHAJ9K,BTM PL TERMFERICENTER 01,,Week 1,LEGENDA
,,,S1RHAJ9Y,BTM IM TRIKRSAEKUALTA 01,,Week 1,LEGENDA
,,,S1RK10SU,BTM IM MEDITERANIA 01,,Week 1,LEGENDA
,,,S1RKAJSA,BTM CB GRAND NIAGA MAS 02,,Week 1,LEGENDA
,,,S1RH10SK,BTM PB SUKAJADI 01,,Week 1,LEGENDA
,,,S1RH1JSA,BTM SM INDAHSUKSES 02,,Week 1,LEGENDA
,,,S1RH1JSS,BTM SM SUKSESINDAH 01,,Week 1,LEGENDA
,,,S1RH1TI3,BTM PB MAJESTY 01,,Week 1,LEGENDA
,,,S1RH1TI9,BTM RS AWALBROSS 01,,Week 1,LEGENDA
,,,S1RH1T9B,BTM CB KEPRIMALL 01,,Week 1,LEGENDA
,,,S1RH1T9I,BTM SM GLOBALSTAR 01,,Week 1,LEGENDA
,,,S1RH1JST,BTM SM SUKSESINDAH 02,,Week 1,LEGENDA
,,,S1RH1JSZ,BTM AM LEGENDA MALAKA 01,,Week 1,LEGENDA
,,,S1RH1T9D,BTM PB MAJESTYPLAMO 01,,Week 1,LEGENDA
,,,S1RK1TIS,BTM SM GLOBALSTAR 02,,Week 1,LEGENDA
,,,S1AW1J9E,BTM MM INDAHSUKSES 01,,Week 1,LEGENDA
,,,S1AW10SJ,BTM RS BUDIKEMULIAAN 01,,Week 1,NAGOYA
,,,S1AW1J98,BTM HT BIZHOTEL 01,,Week 1,NAGOYA
,,,S1AW1TST,BTM ID SATNUSAPRSADA 01,,Week 1,NAGOYA
,,,S1AW1TSY,BTM TK NAGOYATHAMRIN 01,,Week 1,NAGOYA
,,,S1AW1TSZ,BTM HT BATAM CITY 01,,Week 1,NAGOYA
,,,S1AWAJ9N,BTM MP CITYSQUAREMALL 02,,Week 1,NAGOYA
,,,S1RH109L,BTM PB ERACIPTASERAYA 02,,Week 1,NAGOYA
,,,S1RH10SQ,BTM CB PRIORITAS 01,,Week 1,NAGOYA
,,,S1RH10SS,BTM RM A2 FOODCOURT 01,,Week 1,NAGOYA
,,,S1RH1JIN,BTM HT NAGOYAMANSION 01,,Week 1,NAGOYA
,,,S1RH1JS0,BTM PB BALOI KUSUMA 01,,Week 1,NAGOYA
,,,S1RH1JS9,BTM CB RAJAALIHAJI 02,,Week 1,NAGOYA
,,,S1RH1JSL,BTM PB ERACIPTASERAYA 01,,Week 1,NAGOYA
,,,S1RH1JSM,BTM CB LBKBAJA 01,,Week 1,NAGOYA
,,,S1RH1JSQ,BTM PB NORISA 01,,Week 1,NAGOYA
,,,S1RH1T97,BTM RS SANTAELISABETH 02,,Week 1,NAGOYA
,,,S1RH1T9E,BTM PB MAJESTYRADENP 01,,Week 1,NAGOYA
,,,S1RH1T9K,BTM SM UTAMAHARDWARE 01,,Week 1,NAGOYA
,,,S1RH1T9X,BTM MP TOP100JODOH 02,,Week 1,NAGOYA
,,,S1RH1TI4,BTM MP GRAND BATAM 01,,Week 1,NAGOYA
,,,S1RH1TIG,BTM MP DIAMONDCITY 01,,Week 1,NAGOYA
,,,S1RH1TII,BTM MP NAGOYAHILL 02,,Week 1,NAGOYA
,,,S1RH1TIJ,BTM CB IMAM BONJOL 05,,Week 1,NAGOYA
,,,S1RHA0IP,BTM CB IMAMBONJOL 04,,Week 1,NAGOYA
,,,S1RK10SV,BTM SB GRAND BATAM CRM01,,Week 1,NAGOYA
,,,S1RK10SW,BTM IM NAGOYABSNISCNTR 01,,Week 1,NAGOYA
,,,S1RK1JI4,BTM SB GRAND BATAM 01,,Week 1,NAGOYA
,,,S1RKAJS9,BTM MP UTAMA HARDWARE 03,,Week 1,NAGOYA
,,,S1RKAJSB,BTM RS HARAPANBUNDA 01,,Week 1,NAGOYA
,,,S1RKAJSN,BTM MP NAGOYA HILL CRM01,,Week 1,NAGOYA
,,,S1ROAJSC,BTM CB LBKBAJA CRM 03,,Week 1,NAGOYA
,,,S1ROAJSD,BTM HT PLANETHOLIDAY 01,,Week 1,NAGOYA
,,,S1AW1THR,PBR ID PT RSUP PARIT 01,,Week 1,SAMBU
,,,S1AW1TRZ,TBH ID PTRSUP PLBURUNG 01,,Week 1,SAMBU
,,,S1AWA081,PBR ID RSUP PULA BURUNG,,Week 1,SAMBU
,,,S1AWA0RD,PBR ID PULAU BURUNG KM.9,,Week 1,SAMBU
,,,S1RH10RR,PBR PS PULAU SAMBU 01,,Week 1,SAMBU
,,,S1RH1JHV,TBH CB PULAU SAMBU 02,,Week 1,SAMBU
,,,S1RH1JRQ,PBR PS PULAU SAMBU 02,,Week 1,SAMBU
,,,S1RH1JRU,TBH ID PTRSUP PLBURUNG 02,,Week 1,SAMBU
,,,S1RH1JRW,PBR PS PULAU SAMBU 03,,Week 1,SAMBU
,,,S1RHA08Q,PBR CB SAMBUSEI GUNTUNG01,,Week 1,SAMBU
,,,S1RHAJRZ,PBR HT PURISEIGUNTUNG 01,,Week 1,SAMBU
,,,S1RHKJHY,PBR ID PNJRUSEIGNTNG 01,,Week 1,SAMBU
,,,T0800277,PBR ID TBHTHIPKBAGATIS 01,,Week 1,THIP
,,,S1RH10IL,BTM IM TIBANTAMANSARI 01,,Week 1,TIBAN
,,,S1RKAJIA,BTM CB SEKUPANG 3,,Week 1,TIBAN
,,,S1RHAJ9D,BTM SM PRIMART 02,,Week 1,TIBAN
,,,S1RH1JSP,BTM PB TIBANCTR 01,,Week 1,TIBAN
,,,S1RHAJIV,BTM CB TIBAN 01,,Week 1,TIBAN
,,,S1RH1TI8,BTM PS PASARCIPTAPURI 01,,Week 1,TIBAN
,,,S1RHA09E,BTM SM BESTPRICE 03,,Week 1,TIBAN
,,,S1RH1TI6,BTM PL PLBUHN SEKUPANG 01,,Week 1,TIBAN
,,,S1RHA0S1,BTM SM CIPTAPURI 02,,Week 1,TIBAN
,,,S1AWAJ96,BTM RS OTORITABATAM 01,,Week 1,TIBAN
,,,S1RHAJ9Z,BTM IM TIBAN GAJAHMADA 01,,Week 1,TIBAN
,,,S1RHAJ9J,BTM CB SEKUPANG 01,,Week 1,TIBAN
,,,S1RH10IB,BTM SM PRIMART 01,,Week 1,TIBAN
,,,S1RH1TS2,BTM SM SUMBER HARAPAN 02,,Week 1,TIBAN
,,,S1RHA0IO,BTM CB TIBAN 02,,Week 1,TIBAN
,,,S1RHAJIB,BTM SM SUMBERHARAPAN 01,,Week 1,TIBAN
,,,S1RH1T9Y,BTM SM BESTPRICE 02,,Week 1,TIBAN
,,,S1AW10SR,BTM SM KAPITAPLZ 01,,Week 2,BATAM CENTRE
,,,S1AW1TSL,BTM ID PTSMOE 01,,Week 2,BATAM CENTRE
,,,S1AW1TSU,BTM PL NONGSATERMINAL 01,,Week 2,BATAM CENTRE
,,,S1AWAJ9M,BTM RS SANTA ELISABETH 01,,Week 2,BATAM CENTRE
,,,S1RH10SC,BTM PB MINIPUNGGUR CRM02,,Week 2,BATAM CENTRE
,,,S1RH1JIT,BTM CB BATAMKABIL 01,,Week 2,BATAM CENTRE
,,,S1RH1JS7,BTM MP BOTANIA 05,,Week 2,BATAM CENTRE
,,,S1RH1JSE,BTM SM MUSTAFAPLZA 01,,Week 2,BATAM CENTRE
,,,S1RH1JSX,BTM AM JASINTA PUNGGUR 01,,Week 2,BATAM CENTRE
,,,S1RH1T95,BTM PB NONGSA 01,,Week 2,BATAM CENTRE
,,,S1RH1T96,BTM CB BOTANIA 02,,Week 2,BATAM CENTRE
,,,S1RH1T9Z,BTM PB ISMADISALAM 01,,Week 2,BATAM CENTRE
,,,S1RH1TID,BTM MP TARAS 01,,Week 2,BATAM CENTRE
,,,S1RHAJ94,BTM PB ERAPERDANAKABIL 02,,Week 2,BATAM CENTRE
,,,S1RHAJ99,BTM PB MINIPUNGGUR 01,,Week 2,BATAM CENTRE
,,,S1RHAJ9B,BTM CB HANGNADIM 01,,Week 2,BATAM CENTRE
,,,S1RHAJIE,BTM PL TELAGA PUNGGUR 01,,Week 2,BATAM CENTRE
,,,S1RKAJSK,BTM CB BOTANIA CRM,,Week 2,BATAM CENTRE
,,,S1ROAJSF,BTM MP BOTANIA 2 01,,Week 2,BATAM CENTRE
,,,S1RHAJIX,BTM CB BATAM KABIL 02,,Week 2,BATAM CENTRE
,,,S1AW1JI9,BTM IM BATAMIND SQUARE 01,,Week 2,BATAMINDO
,,,S1RH10S3,BTM CB INDSPARK 01,,Week 2,BATAMINDO
,,,S1AWAJ9A,BTM ID PTEPCOSINDNSIA 02,,Week 2,BATAMINDO
,,,S1AW1TSI,BTM HT BESTWESTERN 01,,Week 2,BATAMINDO
,,,S1AW1TSX,BTM IM ASTAKA 01,,Week 2,BATAMINDO
,,,S1AW1TSJ,BTM ID TDK 01,,Week 2,BATAMINDO
,,,S1RH1T9J,BTM PB TEMBESI 03,,Week 2,BATAMINDO
,,,S1AW1TSN,BTM ID PTSCHNEIDER 01,,Week 2,BATAMINDO
,,,S1RH1J9Z,BTM CB PANBIL 03,,Week 2,BATAMINDO
,,,S1RH1TI0,BTM PB TEMBESI 01,,Week 2,BATAMINDO
,,,S1RHAJ9S,BTM PB TJGPIAYU 03,,Week 2,BATAMINDO
,,,S1RHAJ95,BTM MP TOP100TEMBESSI 01,,Week 2,BATAMINDO
,,,S1RH10I7,BTM MP PANBIL 02,,Week 2,BATAMINDO
,,,S1AW1TSP,BTM ID PHILIPS PANBIL 01,,Week 2,BATAMINDO
,,,S1RH1TI1,BTM IM PURI AGUNG 01,,Week 2,BATAMINDO
,,,S1RH1T9M,BTM CB MMUTANJUNGPIAYU 01,,Week 2,BATAMINDO
,,,S1RHAJSI,BTM IM BIDAAYU 01,,Week 2,BATAMINDO
,,,S1AWA0S0,BTM ID KYOCERAIND 01,,Week 2,BATAMINDO
,,,S1RH1T94,BTM IM TJPIAYU 01,,Week 2,BATAMINDO
,,,S1RHAJ93,BTM CB MMUTANJUNGPIAYU,,Week 2,BATAMINDO
,,,S1RH1T9H,BTM PB NORISA 02,,Week 2,BATAMINDO
,,,S1RH1T99,BTM PB BINTANGCIPTA 01,,Week 2,BATAMINDO
,,,S1RHAJIO,BTM MP SENTOSAPERDANA 03,,Week 2,BATUAJI
,,,S1RH1TIC,BTM MP SENTOSAPERDANA 02,,Week 2,BATUAJI
,,,S1RHAJI7,BTM MP SENTOSAPERDANA 01,,Week 2,BATUAJI
,,,S1RH1TI7,BTM MP SENTOSA PERDANA 02,,Week 2,BATUAJI
,,,S1RHAJ9L,BTM MP SENTOSAPERDANA 04,,Week 2,BATUAJI
,,,S1RK1TIQ,BTM SB SPLAZA 02 CRM,,Week 2,BATUAJI
,,,S1RKAJS4,BTM SB SPLAZA 01,,Week 2,BATUAJI
,,,S1RK10SZ,BTM SB SPLAZA 03,,Week 2,BATUAJI
,,,S1RK10SX,BTM PS FANINDO 05,,Week 2,BATUAJI
,,,S1AW1J9T,BTM SM PLZAAVIARY 01,,Week 2,BATUAJI
,,,S1AW1JIL,BTM PB BASECAMP 01,,Week 2,BATUAJI
